Data,Timestamp,Channel 1 - Vermelho-Branco Ave. (?V),Channel 2 - Amarelo-Branco Ave. (?V),Channel 3 - Vermelho-Preto Ave. (?V),Channel 4 - Amarelo-Preto Ave. (?V),Channe 5 - Azul-Branco Ave. (?V),Channel 6 - Azul-Preto Ave. (?V),Status,Anomalia,,Humidade,Temperatura
09/05/2025 20:45:52,00:00:00,2.663583,211.559236,44.927001,188.685954,-87.153167,-94.939023,-1,,1,,
09/05/2025 20:45:53,00:00:01,-0.838190,210.702419,46.920031,212.285668,-88.326633,-95.255673,-1,,,,
09/05/2025 20:45:54,00:00:02,-2.142042,211.279839,47.069043,222.641975,-88.550150,-95.088035,-1,,,,
09/05/2025 20:45:55,00:00:03,-3.688037,211.037695,47.404319,231.359154,-87.060034,-94.305724,-1,,,,
09/05/2025 20:45:56,00:00:04,-12.852252,209.342688,43.269247,588.651747,-86.911023,-92.908740,-1,,,,
09/05/2025 20:45:57,00:00:05,-12.870878,208.336860,41.946769,587.757677,-86.519867,-92.014670,-1,,,,
09/05/2025 20:45:58,00:00:06,-14.696270,208.206475,41.387975,583.939254,-86.929649,-91.511756,-1,,,,
09/05/2025 20:45:59,00:00:07,-16.149133,207.331032,40.289015,584.963709,-86.650252,-91.884285,-1,,,,
09/05/2025 20:46:00,00:00:08,-18.253922,206.679106,37.644058,585.578382,-85.905194,-90.729445,-1,,,,
09/05/2025 20:46:01,00:00:09,-10.840595,215.750188,42.133033,-156.406313,-83.781779,-89.425594,-1,,,,
09/05/2025 20:46:02,00:00:10,-9.704381,215.601176,40.438026,-151.023269,-82.701445,-88.587403,-1,,,,
09/05/2025 20:46:03,00:00:11,-10.561198,214.595348,39.804727,-140.406191,-81.099570,-88.084489,-1,,,,
09/05/2025 20:46:04,00:00:12,-10.225922,215.210021,38.146973,-127.553940,-78.845769,-87.879598,-1,,,,
09/05/2025 20:46:04,00:00:13,-6.761402,208.113343,36.712736,140.126795,-77.020377,-88.624656,-1,,,,
09/05/2025 20:46:05,00:00:14,-6.165355,208.709389,36.489218,111.758709,-74.300915,-87.451190,-1,,,,
09/05/2025 20:46:06,00:00:15,-4.563481,209.528953,36.507845,85.253268,-72.550029,-86.929649,-1,,,,
09/05/2025 20:46:07,00:00:16,-5.811453,208.951533,36.079437,62.696636,-71.041286,-86.538494,-1,,,,
09/05/2025 20:46:08,00:00:17,-6.407499,209.081918,36.451966,44.070184,-69.867820,-83.614141,-1,,,,
09/05/2025 20:46:09,00:00:18,-12.442470,203.698874,32.130629,635.087490,-70.966780,-77.597797,-1,,,,
09/05/2025 20:46:10,00:00:19,-11.771917,203.102827,32.112002,616.796315,-69.364905,-77.337027,-1,,,,
09/05/2025 20:46:11,00:00:20,-8.735806,202.730298,32.950193,630.021095,-66.775829,-74.990094,-1,,,,
09/05/2025 20:46:12,00:00:21,-3.427267,202.730298,32.447278,630.002469,-65.155327,-73.257834,-1,,,,
09/05/2025 20:46:13,00:00:22,6.239861,213.310122,36.545098,-31.832606,-63.460320,-71.823597,-1,,,,
09/05/2025 20:46:14,00:00:23,9.499490,212.397426,36.079437,-36.675483,-61.467290,-72.754920,-1,,,,
09/05/2025 20:46:15,00:00:24,15.608966,211.764127,36.749989,-47.273934,-59.008598,-71.562827,-1,,,,
09/05/2025 20:46:16,00:00:25,39.488077,211.168081,36.377460,-53.867698,-59.381127,-70.873648,-1,,,,
09/05/2025 20:46:17,00:00:26,66.552311,203.922391,36.377460,53.904951,-60.349703,-73.313713,-1,,,,
09/05/2025 20:46:18,00:00:27,88.177621,205.952674,37.625432,77.020377,-61.448663,-73.555857,-1,,,,
09/05/2025 20:46:19,00:00:28,81.509352,205.822289,37.178397,100.433826,-62.268227,-74.263662,-1,,,,
09/05/2025 20:46:20,00:00:29,108.536333,206.176192,36.694109,133.346766,-61.001629,-75.213611,-1,,,,
09/05/2025 20:46:21,00:00:30,111.442059,205.803663,35.129488,156.536698,-61.858445,-75.921416,-1,,,,
09/05/2025 20:46:22,00:00:31,87.935477,202.953815,30.416995,594.183803,-62.249601,-74.543059,-1,,,,
09/05/2025 20:46:23,00:00:32,97.751617,203.307718,27.995557,588.260591,-61.392784,-75.157732,-1,,,,
09/05/2025 20:46:24,00:00:33,85.178763,202.897936,26.915222,584.777445,-60.759485,-75.735152,-1,,,,
09/05/2025 20:46:25,00:00:34,65.062195,202.488154,25.462359,586.677343,-60.573220,-75.399876,-1,,,,
09/05/2025 20:46:26,00:00:35,69.756061,210.385770,29.373914,-151.582062,-59.362501,-72.922558,-1,,,,
09/05/2025 20:46:27,00:00:36,87.823719,209.435821,26.896596,-134.054571,-59.772283,-75.921416,-1,,,,
09/05/2025 20:46:28,00:00:37,118.277967,210.329890,24.847686,-112.839043,-59.474260,-74.878335,-1,,,,
09/05/2025 20:46:29,00:00:38,172.313303,210.367143,22.519380,-91.567636,-58.840960,-74.729323,-1,,,,
09/05/2025 20:46:30,00:00:39,141.747296,205.319375,21.681190,79.013407,-58.058649,-75.586140,-1,,,,
09/05/2025 20:46:31,00:00:40,142.678618,205.859542,20.246953,46.659261,-57.350844,-75.567514,-1,,,,
09/05/2025 20:46:32,00:00:41,157.821923,205.785036,20.600855,6.854534,-55.748969,-74.934214,-1,,,,
09/05/2025 20:46:33,00:00:42,134.315342,206.921250,21.252781,-33.676624,-57.406723,-74.543059,-1,,,,
09/05/2025 20:46:34,00:00:43,111.237168,206.623226,22.128224,-82.459301,-56.717545,-72.754920,-1,,,,
09/05/2025 20:46:35,00:00:44,90.338290,198.222697,17.676502,609.736890,-57.574362,-70.668757,-1,,,,
09/05/2025 20:46:36,00:00:45,75.642020,197.496265,17.099082,580.456108,-58.189034,-70.761889,-1,,,,
09/05/2025 20:46:37,00:00:46,65.509230,197.663903,16.912818,537.168235,-57.928264,-71.302056,-1,,,,
09/05/2025 20:46:38,00:00:47,64.857304,197.272748,18.049031,474.713743,-55.413693,-71.655959,-1,,,,
09/05/2025 20:46:39,00:00:48,50.291419,201.612711,17.154962,400.096178,-55.693090,-68.116933,-1,,,,
09/05/2025 20:46:40,00:00:49,46.063215,198.893249,16.856939,476.613641,-55.786222,-64.503402,-1,,,,
09/05/2025 20:46:41,00:00:50,51.613897,197.999179,17.620623,544.004142,-55.618584,-61.132014,-1,,,,
09/05/2025 20:46:42,00:00:51,74.245036,196.676701,17.266721,596.232712,-55.506825,-60.740858,-1,,,,
09/05/2025 20:46:43,00:00:52,93.430281,205.617398,20.638108,-71.804971,-55.078417,-58.393925,-1,,,,
09/05/2025 20:46:44,00:00:53,108.927488,204.052776,19.967556,34.831464,-54.519624,-59.101731,-1,,,,
09/05/2025 20:46:45,00:00:54,109.728426,204.294920,19.539148,157.617033,-56.363642,-57.015568,-1,,,,
09/05/2025 20:46:46,00:00:55,116.247684,202.693045,18.663704,286.530703,-57.052821,-57.723373,-1,,,,
09/05/2025 20:46:47,00:00:56,123.623759,200.252980,18.868595,413.656235,-56.624413,-58.151782,-1,,,,
09/05/2025 20:46:48,00:00:57,121.518970,206.083059,23.860484,-218.786299,-54.985285,-57.835132,-1,,,,
09/05/2025 20:46:49,00:00:58,102.818012,206.399709,22.891909,-167.991966,-56.270510,-58.729202,-1,,,,
09/05/2025 20:46:50,00:00:59,86.706132,204.686075,22.538006,-79.050660,-57.183206,-56.941062,-1,,,,
09/05/2025 20:46:51,00:01:00,72.848052,203.941017,20.712614,32.167882,-57.667494,-57.760626,-1,,,,
09/05/2025 20:46:52,00:01:01,67.949295,201.892108,23.990870,-139.549375,-56.438148,-59.995800,-1,,,,
09/05/2025 20:46:53,00:01:02,59.977174,202.432275,23.245811,-205.095857,-54.202974,-60.684979,-1,,,,
09/05/2025 20:46:54,00:01:03,50.943345,202.115625,23.022294,-235.624611,-54.165721,-62.193722,-1,,,,
09/05/2025 20:46:55,00:01:04,44.945627,201.817602,23.692846,-230.483711,-54.761767,-64.410269,-1,,,,
09/05/2025 20:46:56,00:01:05,40.456653,199.563801,22.239983,-193.677843,-54.817647,-66.962093,-1,,,,
09/05/2025 20:46:57,00:01:06,42.710453,190.660357,18.943101,150.892884,-53.998083,-68.806112,-1,,,,
09/05/2025 20:46:58,00:01:07,62.175095,188.611448,18.309802,24.996698,-55.376440,-68.768859,-1,,,,
09/05/2025 20:46:59,00:01:08,75.083226,186.916441,18.198043,-87.190419,-55.879354,-70.016831,-1,,,,
09/05/2025 20:47:00,00:01:09,74.990094,188.946724,18.086284,-174.231827,-56.289136,-68.452209,-1,,,,
09/05/2025 20:47:01,00:01:10,76.573342,180.136412,11.827797,621.490180,-57.611614,-68.694353,-1,,,,
09/05/2025 20:47:02,00:01:11,78.268349,180.955976,12.554228,545.550138,-57.797879,-69.644302,-1,,,,
09/05/2025 20:47:03,00:01:12,84.172934,181.645155,13.634562,444.184989,-57.574362,-69.234520,-1,,,,
09/05/2025 20:47:04,00:01:13,74.207783,182.054937,15.255064,318.139791,-57.425350,-68.619847,-1,,,,
09/05/2025 20:47:05,00:01:14,57.630241,182.949007,12.069941,600.032508,-59.232116,-66.943467,-1,,,,
09/05/2025 20:47:06,00:01:15,51.502138,181.477517,13.969839,658.240169,-57.946891,-65.956265,-1,,,,
09/05/2025 20:47:07,00:01:16,42.375177,181.049109,14.882535,679.288059,-56.922436,-66.068023,-1,,,,
09/05/2025 20:47:08,00:01:17,36.396086,180.490315,15.925616,669.974834,-48.931688,-65.714121,-1,,,,
09/05/2025 20:47:09,00:01:18,29.783696,180.657953,17.527491,630.319118,-51.446259,-65.192580,-1,,,,
09/05/2025 20:47:10,00:01:19,27.697533,188.983977,18.775463,233.240426,-51.837415,-60.945749,-1,,,,
09/05/2025 20:47:11,00:01:20,22.407621,188.164413,19.464642,337.064266,-53.811818,-60.088933,-1,,,,
09/05/2025 20:47:12,00:01:21,25.127083,186.190009,18.049031,428.184867,-54.929405,-59.101731,-1,,,,
09/05/2025 20:47:13,00:01:22,19.352883,184.997916,17.751008,504.218042,-55.041164,-58.151782,-1,,,,
09/05/2025 20:47:14,00:01:23,24.959445,193.212181,23.748726,-277.813524,-54.128468,-54.575503,-1,,,,
09/05/2025 20:47:15,00:01:24,21.811575,191.945583,23.338944,-240.001827,-54.165721,-51.353127,-1,,,,
09/05/2025 20:47:16,00:01:25,23.674220,191.740692,22.482127,-176.820904,-54.240227,-49.918890,-1,,,,
09/05/2025 20:47:17,00:01:26,36.209822,191.200525,20.377338,-139.549375,-54.202974,-48.149377,-1,,,,
09/05/2025 20:47:18,00:01:27,37.848949,184.755772,18.775463,75.772405,-54.631382,-48.186630,-1,,,,
09/05/2025 20:47:19,00:01:28,27.623028,184.681267,17.639250,28.572977,-54.482371,-48.801303,-1,,,,
09/05/2025 20:47:20,00:01:29,27.418137,184.793025,17.378479,-10.821968,-55.339187,-48.149377,-1,,,,
09/05/2025 20:47:21,00:01:30,28.088689,185.351819,17.601997,-36.749989,-55.264682,-47.925860,-1,,,,
09/05/2025 20:47:22,00:01:31,29.467046,185.873359,16.875565,-60.498714,-54.668635,-49.322844,-1,,,,
09/05/2025 20:47:23,00:01:32,29.876828,178.869814,9.983778,616.274774,-55.674464,-46.845526,-1,,,,
09/05/2025 20:47:24,00:01:33,31.571835,178.217888,8.810312,613.871962,-57.965517,-47.385693,-1,,,,
09/05/2025 20:47:25,00:01:34,28.051436,178.795308,7.022172,609.308481,-57.909638,-48.074871,-1,,,,
09/05/2025 20:47:26,00:01:35,25.555491,182.967633,5.457550,605.825335,-60.554594,-47.981739,-1,,,,
09/05/2025 20:47:27,00:01:36,29.820949,188.816339,7.264316,89.444220,-60.312450,-46.081841,-1,,,,
09/05/2025 20:47:28,00:01:37,30.659139,185.687095,7.711351,100.228935,-61.914325,-44.703484,-1,,,,
09/05/2025 20:47:29,00:01:38,30.025840,184.103847,7.934868,113.770366,-63.274056,-46.454370,-1,,,,
09/05/2025 20:47:30,00:01:39,32.261014,184.196979,8.046627,131.428242,-64.149499,-43.679029,-1,,,,
09/05/2025 20:47:31,00:01:40,37.979335,185.109675,11.827797,-153.351575,-63.721091,-44.275075,-1,,,,
09/05/2025 20:47:32,00:01:41,35.148114,187.363476,10.039657,-163.596123,-65.267086,-44.796616,-1,,,,
09/05/2025 20:47:33,00:01:42,39.376318,183.954835,8.717179,-174.827874,-66.049397,-43.474138,-1,,,,
09/05/2025 20:47:34,00:01:43,34.756958,183.545053,8.642673,-203.419477,-67.409128,-46.007335,-1,,,,
09/05/2025 20:47:35,00:01:44,28.852373,183.656812,7.338822,-282.339752,-67.241490,-45.150518,-1,,,,
09/05/2025 20:47:36,00:01:45,21.848828,172.890723,0.074506,608.339906,-68.731606,-46.975911,-1,,,,
09/05/2025 20:47:37,00:01:46,24.568290,173.356384,-2.495944,599.436462,-70.724636,-49.564987,-1,,,,
09/05/2025 20:47:38,00:01:47,30.379742,173.915178,-3.408641,587.720424,-73.164701,-49.322844,-1,,,,
09/05/2025 20:47:39,00:01:48,37.755817,173.114240,-4.917383,569.559634,-73.462725,-50.272793,-1,,,,
09/05/2025 20:47:40,00:01:49,66.738576,180.359930,-5.252659,307.969749,-74.673444,-48.168004,-1,,,,
09/05/2025 20:47:41,00:01:50,77.094883,180.248171,-5.718321,323.951244,-75.399876,-46.994537,-1,,,,
09/05/2025 20:47:42,00:01:51,67.986548,179.708004,-6.947666,337.697566,-75.735152,-47.069043,-1,,,,
09/05/2025 20:47:43,00:01:52,73.146075,179.130584,-7.525086,356.454402,-75.269490,-46.361238,-1,,,,
09/05/2025 20:47:44,00:01:53,83.763152,184.699893,-2.421439,-282.265246,-73.648989,-49.173832,-1,,,,
09/05/2025 20:47:45,00:01:54,80.559403,184.103847,-1.564622,-289.827585,-73.146075,-48.913062,-1,,,,
09/05/2025 20:47:46,00:01:55,81.472099,183.321536,-1.769513,-290.386379,-73.593110,-48.521906,-1,,,,
09/05/2025 20:47:47,00:01:56,84.917992,183.824450,-1.545995,-294.726342,-73.760748,-48.857182,-1,,,,
09/05/2025 20:47:48,00:01:57,74.449927,183.992088,-1.937151,-294.726342,-73.555857,-46.882778,-1,,,,
09/05/2025 20:47:49,00:01:58,65.267086,173.039734,-4.377216,354.982913,-73.984265,-46.547502,-1,,,,
09/05/2025 20:47:50,00:01:59,57.742000,175.330788,-3.129244,301.897526,-73.108822,-45.355409,-1,,,,
09/05/2025 20:47:51,00:02:00,57.779253,176.206231,-2.328306,243.037939,-73.723495,-45.094639,-1,,,,
09/05/2025 20:47:52,00:02:01,61.225146,176.317990,-1.210719,183.470547,-74.040145,-43.325126,-1,,,,
09/05/2025 20:47:53,00:02:02,49.471855,173.114240,-5.029142,653.546304,-73.071569,-40.512532,-1,,,,
09/05/2025 20:47:54,00:02:03,47.534704,172.723085,-4.786998,672.545284,-67.595392,-40.642917,-1,,,,
09/05/2025 20:47:55,00:02:04,44.535846,172.443688,-2.682209,684.168190,-64.224005,-37.699938,-1,,,,
09/05/2025 20:47:56,00:02:05,42.822212,171.400607,-0.838190,688.768923,-64.074993,-37.681311,-1,,,,
09/05/2025 20:47:57,00:02:06,42.002648,182.241201,5.103648,-1.043081,-64.596534,-36.433339,-1,,,,
09/05/2025 20:47:58,00:02:07,38.444996,181.496143,7.059425,56.382269,-68.359077,-36.228448,-1,,,,
09/05/2025 20:47:59,00:02:08,41.704625,181.104988,9.238720,109.709799,-70.817769,-35.353005,-1,,,,
09/05/2025 20:48:00,00:02:09,44.740736,180.285424,10.859221,161.379576,-70.370734,-32.894313,-1,,,,
09/05/2025 20:48:01,00:02:10,46.975911,179.205090,11.604279,206.418335,-70.426613,-31.031668,-1,,,,
09/05/2025 20:48:02,00:02:11,60.554594,184.513628,17.192215,-245.459378,-69.178641,-32.559037,-1,,,,
09/05/2025 20:48:03,00:02:12,52.731484,185.556710,17.117709,-261.049718,-69.756061,-30.230731,-1,,,,
09/05/2025 20:48:04,00:02:13,47.534704,185.519457,18.253922,-274.162740,-74.282289,-27.474016,-1,,,,
09/05/2025 20:48:05,00:02:14,46.622008,184.997916,18.756837,-282.116234,-77.504665,-28.945506,-1,,,,
09/05/2025 20:48:06,00:02:15,42.170286,173.505396,14.938414,514.183193,-78.957528,-30.230731,-1,,,,
09/05/2025 20:48:07,00:02:16,48.819929,172.834843,15.888363,494.625419,-79.814345,-29.038638,-1,,,,
09/05/2025 20:48:08,00:02:17,56.941062,171.717256,16.689301,471.025705,-80.801547,-30.044466,-1,,,,
09/05/2025 20:48:09,00:02:18,68.824738,170.469284,18.216670,457.707793,-80.615282,-30.584633,-1,,,,
09/05/2025 20:48:10,00:02:19,79.851598,169.984996,17.322600,438.652933,-79.441816,-31.515956,-1,,,,
09/05/2025 20:48:11,00:02:20,71.506947,172.816217,15.478581,468.809158,-80.112368,-29.578805,-1,,,,
09/05/2025 20:48:12,00:02:21,55.767596,170.022249,14.584512,493.526459,-78.547746,-30.789524,-1,,,,
09/05/2025 20:48:13,00:02:22,71.506947,168.234110,12.293458,515.263528,-77.076256,-30.901283,-1,,,,
09/05/2025 20:48:14,00:02:23,87.860972,167.265534,9.406358,542.309135,-75.921416,-33.192337,-1,,,,
09/05/2025 20:48:15,00:02:24,94.715506,176.467001,15.124679,-270.083547,-74.114650,-32.056123,-1,,,,
09/05/2025 20:48:16,00:02:25,76.629221,177.491456,13.262033,-261.142850,-73.965639,-30.845404,-1,,,,
09/05/2025 20:48:17,00:02:26,66.179782,178.795308,12.032688,-253.487378,-72.848052,-30.193478,-1,,,,
09/05/2025 20:48:18,00:02:27,68.247318,179.912895,10.635704,-238.250941,-72.922558,-28.070062,-1,,,,
09/05/2025 20:48:19,00:02:28,70.054084,171.270221,8.102506,219.624490,-73.798001,-29.783696,-1,,,,
09/05/2025 20:48:20,00:02:29,60.424209,171.530992,6.835908,188.425183,-76.070428,-27.660280,-1,,,,
09/05/2025 20:48:21,00:02:30,65.881759,172.201544,5.085021,152.103603,-74.878335,-25.313348,-1,,,,
09/05/2025 20:48:22,00:02:31,57.648867,171.680003,5.774200,117.383897,-73.704869,-27.474016,-1,,,,
09/05/2025 20:48:23,00:02:32,49.825758,171.680003,5.774200,80.391765,-71.488321,-29.001385,-1,,,,
09/05/2025 20:48:24,00:02:33,34.980476,167.768449,1.322478,683.423132,-71.730465,-27.511269,-1,,,,
09/05/2025 20:48:25,00:02:34,25.704503,169.016421,2.812594,690.724701,-70.128590,-28.554350,-1,,,,
09/05/2025 20:48:26,00:02:35,18.812716,170.525163,3.892928,696.517527,-68.657100,-29.113144,-1,,,,
09/05/2025 20:48:27,00:02:36,11.604279,170.674175,4.470348,697.467476,-67.483634,-26.561320,-1,,,,
09/05/2025 20:48:28,00:02:37,12.535602,182.334334,8.884817,-0.335276,-65.546483,-24.940819,-1,,,,
09/05/2025 20:48:29,00:02:38,6.817281,181.179494,8.884817,23.972243,-63.832849,-24.791807,-1,,,,
09/05/2025 20:48:30,00:02:39,2.458692,180.173665,8.512288,61.411411,-62.640756,-25.480986,-1,,,,
09/05/2025 20:48:31,00:02:40,-1.192093,177.826732,8.586794,81.937760,-61.523169,-27.250499,-1,,,,
09/05/2025 20:48:32,00:02:41,5.830079,175.870955,11.324883,-169.947743,-59.530139,-26.728958,-1,,,,
09/05/2025 20:48:33,00:02:42,7.003546,174.008310,12.367964,-191.833824,-58.319420,-27.250499,-1,,,,
09/05/2025 20:48:34,00:02:43,7.878989,172.536820,13.858080,-216.811895,-56.959689,-28.274953,-1,,,,
09/05/2025 20:48:35,00:02:44,8.381903,171.102583,14.416873,-238.511711,-49.788505,-27.678907,-1,,,,
09/05/2025 20:48:36,00:02:45,6.742775,170.655549,14.845282,-255.107880,-51.129609,-27.734786,-1,,,,
09/05/2025 20:48:37,00:02:46,-3.241003,162.199140,9.667128,571.869314,-52.787364,-27.790666,-1,,,,
09/05/2025 20:48:38,00:02:47,-1.192093,159.014016,10.952353,538.844615,-53.849071,-28.330833,-1,,,,
09/05/2025 20:48:39,00:02:48,-0.689179,157.561153,11.306256,502.150506,-54.892153,-27.883798,-1,,,,
09/05/2025 20:48:40,00:02:49,-1.285225,158.213079,11.436641,456.497073,-55.320561,-28.498471,-1,,,,
09/05/2025 20:48:41,00:02:50,-6.314367,162.664801,9.499490,475.179404,-56.214631,-26.393682,-1,,,,
09/05/2025 20:48:42,00:02:51,-4.805624,162.590295,9.518117,525.917858,-55.227429,-27.008355,-1,,,,
09/05/2025 20:48:43,00:02:52,-5.345792,160.727650,9.313226,568.609685,-54.072589,-27.678907,-1,,,,
09/05/2025 20:48:44,00:02:53,-8.419156,160.895288,8.810312,607.259572,-53.960830,-27.827919,-1,,,,
09/05/2025 20:48:45,00:02:54,3.091991,171.791762,14.938414,-219.903886,-52.526593,-28.405339,-1,,,,
09/05/2025 20:48:46,00:02:55,2.570450,172.723085,14.435500,-189.412385,-51.651150,-26.430935,-1,,,,
09/05/2025 20:48:47,00:02:56,2.738088,173.132867,13.150275,-158.008188,-51.129609,-27.790666,-1,,,,
09/05/2025 20:48:48,00:02:57,4.172325,172.983855,12.814999,-130.664557,-50.477684,-28.572977,-1,,,,
09/05/2025 20:48:49,00:02:58,4.284084,172.089785,12.088567,-110.585243,-50.701201,-26.524067,-1,,,,
09/05/2025 20:48:50,00:02:59,8.121133,166.241080,12.759119,17.397106,-49.062073,-30.230731,-1,,,,
09/05/2025 20:48:51,00:03:00,7.003546,168.085098,11.976808,2.309680,-48.279762,-31.832606,-1,,,,
09/05/2025 20:48:52,00:03:01,4.973263,167.433172,15.161932,2.067536,-48.689544,-32.093376,-1,,,,
09/05/2025 20:48:53,00:03:02,2.514571,166.334212,15.031546,17.695129,-47.273934,-32.205135,-1,,,,
09/05/2025 20:48:54,00:03:03,-6.221235,160.634518,10.225922,682.529062,-48.223883,-31.385571,-1,,,,
09/05/2025 20:48:55,00:03:04,-6.835908,160.243362,9.387732,675.339252,-46.808273,-31.199306,-1,,,,
09/05/2025 20:48:56,00:03:05,-8.381903,160.727650,9.015203,658.333302,-44.945627,-29.783696,-1,,,,
09/05/2025 20:48:57,00:03:06,-6.780028,160.243362,9.331852,641.811639,-43.045729,-29.783696,-1,,,,
09/05/2025 20:48:58,00:03:07,3.259629,171.344727,14.081597,-225.752592,-41.555613,-28.833747,-1,,,,
09/05/2025 20:48:59,00:03:08,4.507601,171.475112,12.721866,-253.543258,-39.413571,-26.952475,-1,,,,
09/05/2025 20:49:00,00:03:09,4.488975,171.065331,13.411045,-275.168568,-38.351864,-24.531037,-1,,,,
09/05/2025 20:49:01,00:03:10,2.011657,171.270221,12.610108,-288.784504,-37.793070,-22.761524,-1,,,,
09/05/2025 20:49:02,00:03:11,2.011657,171.400607,11.790544,-291.988254,-37.662685,-22.575259,-1,,,,
09/05/2025 20:49:03,00:03:12,-5.755574,159.144402,6.090850,506.415963,-38.184226,-24.382025,-1,,,,
09/05/2025 20:49:04,00:03:13,-8.903444,158.771873,4.284084,560.935587,-38.817525,-25.257468,-1,,,,
09/05/2025 20:49:05,00:03:14,-11.306256,157.952309,4.507601,610.034913,-39.581209,-25.797635,-1,,,,
09/05/2025 20:49:06,00:03:15,-15.199184,157.766044,2.551824,651.106238,-39.804727,-26.840717,-1,,,,
09/05/2025 20:49:07,00:03:16,-12.107193,167.377293,3.557652,66.515058,-40.400773,-24.531037,-1,,,,
09/05/2025 20:49:08,00:03:17,-12.759119,168.122351,4.470348,-16.652048,-41.294843,-25.425106,-1,,,,
09/05/2025 20:49:09,00:03:18,-10.654330,168.439001,4.302710,-88.233501,-41.481107,-24.773180,-1,,,,
09/05/2025 20:49:10,00:03:19,-10.598451,169.426203,4.060566,-142.790377,-41.890889,-25.238842,-1,,,,
09/05/2025 20:49:11,00:03:20,-8.624047,162.925571,4.116446,100.452453,-42.412430,-29.001385,-1,,,,
09/05/2025 20:49:12,00:03:21,-9.834766,161.584467,2.775341,157.300383,-43.977052,-29.988587,-1,,,,
09/05/2025 20:49:13,00:03:22,-11.697412,160.858035,2.458692,207.982957,-45.020133,-30.919909,-1,,,,
09/05/2025 20:49:14,00:03:23,-12.982637,160.541385,1.098961,255.592167,-46.398491,-31.609088,-1,,,,
09/05/2025 20:49:15,00:03:24,-12.870878,160.299242,0.391155,289.883465,-47.851354,-33.453107,-1,,,,
09/05/2025 20:49:16,00:03:25,-21.718442,160.261989,-2.142042,545.810908,-49.918890,-31.217933,-1,,,,
09/05/2025 20:49:17,00:03:26,-22.277236,160.951167,-3.222376,530.257821,-50.328672,-31.385571,-1,,,,
09/05/2025 20:49:18,00:03:27,-23.730099,161.007047,-4.321337,527.165830,-51.297247,-29.876828,-1,,,,
09/05/2025 20:49:19,00:03:28,-21.830201,160.727650,-4.582107,526.644289,-52.694231,-31.776726,-1,,,,
09/05/2025 20:49:20,00:03:29,-11.790544,170.078129,2.365559,-286.754221,-52.042305,-31.515956,-1,,,,
09/05/2025 20:49:21,00:03:30,-11.734664,169.463456,1.955777,-286.288559,-52.154064,-30.323863,-1,,,,
09/05/2025 20:49:22,00:03:31,-12.889504,168.625265,1.080334,-282.879919,-53.215772,-31.366944,-1,,,,
09/05/2025 20:49:23,00:03:32,-13.373792,169.370323,0.391155,-275.336206,-54.445118,-30.733645,-1,,,,
09/05/2025 20:49:24,00:03:33,-13.224781,170.636922,-0.037253,-272.989273,-54.538250,-29.541552,-1,,,,
09/05/2025 20:49:25,00:03:34,-14.416873,161.435455,-2.086163,250.414014,-56.102872,-31.776726,-1,,,,
09/05/2025 20:49:26,00:03:35,-14.323741,162.776560,-1.359731,222.194940,-56.792051,-31.739473,-1,,,,
09/05/2025 20:49:27,00:03:36,-13.932586,163.130462,-1.769513,182.297081,-57.145953,-31.050295,-1,,,,
09/05/2025 20:49:28,00:03:37,-14.267862,162.906945,-1.247972,151.433051,-57.946891,-30.081719,-1,,,,
09/05/2025 20:49:29,00:03:38,-25.406480,159.498304,-5.476177,643.655658,-59.474260,-29.634684,-1,,,,
09/05/2025 20:49:30,00:03:39,-25.685877,158.790499,-6.686896,655.911863,-61.225146,-29.038638,-1,,,,
09/05/2025 20:49:31,00:03:40,-25.425106,158.082694,-5.643815,664.833933,-63.907355,-29.150397,-1,,,,
09/05/2025 20:49:32,00:03:41,-21.997839,157.281756,-3.222376,674.203038,-64.764172,-29.969960,-1,,,,
09/05/2025 20:49:33,00:03:42,-16.260892,167.600811,1.993030,-79.572201,-64.838678,-26.039779,-1,,,,
09/05/2025 20:49:34,00:03:43,-16.894192,166.408718,2.719462,-32.205135,-64.335763,-24.735928,-1,,,,
09/05/2025 20:49:35,00:03:44,-18.514693,164.750963,4.097819,11.119992,-63.683838,-26.151538,-1,,,,
09/05/2025 20:49:36,00:03:45,-18.831342,163.652003,5.327165,56.624413,-64.540654,-25.872141,-1,,,,
09/05/2025 20:49:37,00:03:46,-20.600855,162.459910,6.295741,99.297613,-65.006316,-24.922192,-1,,,,
09/05/2025 20:49:38,00:03:47,-13.504177,162.720680,10.430813,-210.758299,-64.261258,-27.157366,-1,,,,
09/05/2025 20:49:39,00:03:48,-14.342368,162.795186,11.194497,-235.028565,-63.739717,-27.697533,-1,,,,
09/05/2025 20:49:40,00:03:49,-15.404075,162.739307,12.181699,-255.871564,-64.224005,-26.207417,-1,,,,
09/05/2025 20:49:41,00:03:50,-16.596168,163.204968,12.982637,-271.871686,-63.776970,-25.667250,-1,,,,
09/05/2025 20:49:42,00:03:51,-24.214387,152.010471,8.195639,561.308116,-65.211207,-25.518239,-1,,,,
09/05/2025 20:49:43,00:03:52,-22.929162,152.010471,7.785857,537.838787,-65.043569,-25.331974,-1,,,,
09/05/2025 20:49:44,00:03:53,-23.525208,151.861459,9.443611,510.718673,-66.217035,-27.343631,-1,,,,
09/05/2025 20:49:45,00:03:54,-22.593886,151.507556,9.946525,484.511256,-66.552311,-28.889626,-1,,,,
