,ID 1 - Cogumelos Brancos  Last (V),ID 1 - Cogumelos Brancos  Ave. (V),ID 1 - Cogumelos Brancos  Min. (V),ID 1 - Cogumelos Brancos  Max. (V),ID 2 - Cogumelos Marrons Last (V),ID 2 - Cogumelos Marrons Ave. (V),ID 2 - Cogumelos Marrons Min. (V),ID 2 - Cogumelos Marrons Max. (V),Differential 9 - 10 Last (V),Differential 9 - 10 Ave. (V),Differential 9 - 10 Min. (V),Differential 9 - 10 Max. (V),Iluminação,Humidade
00:19:14,0,0,0,0,0,0,0,0,-7,-7,-7,-7,0,0
00:19:15,-1,-1,-1,-1,0,0,0,0,-6,-6,-6,-6,0,0
00:19:16,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:17,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:18,0,0,0,0,0,0,0,0,-7,-7,-7,-7,0,0
00:19:19,-1,-1,-1,-1,0,0,0,0,-6,-6,-6,-6,0,0
00:19:20,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:21,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:22,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:23,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:24,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,0,0
00:19:25,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:26,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:27,-1,-1,-1,-1,0,0,0,0,-6,-6,-6,-6,0,0
00:19:28,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:29,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:30,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:31,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:32,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:33,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:34,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:35,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,0,0
00:19:36,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:37,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:38,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:39,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:40,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:41,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:42,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:43,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:44,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:45,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:46,-1,-1,-1,-1,0,0,0,0,-6,-6,-6,-6,0,0
00:19:47,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:48,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:49,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:50,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:51,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:52,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:53,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:54,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:55,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:56,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:57,0,0,0,0,0,0,0,0,-6,-6,-6,-6,0,0
00:19:58,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:19:59,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0
00:20:00,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:01,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:02,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,1,0
00:20:03,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,1,0
00:20:04,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:05,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:06,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:07,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:08,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,1,0
00:20:09,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:10,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:11,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:12,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:13,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:14,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:15,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:16,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:20:17,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:20:18,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:19,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:20:20,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:21,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:22,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:23,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:24,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:25,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:26,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:27,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:28,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:29,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:30,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:31,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:32,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:33,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:34,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:35,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:36,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:37,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:38,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:39,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:40,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:41,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:42,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:43,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:44,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:45,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:46,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:47,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:48,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:49,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:50,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:51,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:52,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:53,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:54,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:55,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:56,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:20:57,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:58,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:20:59,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:00,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:01,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:02,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:03,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:04,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:05,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:06,-1,-1,-1,-1,0,0,0,0,-5,-5,-5,-5,1,0
00:21:07,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:08,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:09,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:10,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:11,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:12,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:13,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:14,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:15,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:16,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:17,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:18,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:19,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:20,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:21,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:22,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:23,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:24,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:25,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:26,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:27,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:28,0,0,0,0,0,0,0,0,-6,-6,-6,-6,1,0
00:21:29,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:30,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:31,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:32,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:33,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:34,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:35,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:36,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:37,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:38,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:39,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:40,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:41,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:42,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:43,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:44,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:45,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:46,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:47,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:48,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:49,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:50,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:51,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:52,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:53,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:54,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:55,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:56,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:57,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:21:58,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:21:59,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:00,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:01,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:02,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:03,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:04,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:05,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:06,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:07,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:08,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:09,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:10,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:11,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:12,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:13,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:14,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:15,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:16,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:17,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:18,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:19,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:20,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:21,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:22,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:23,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:24,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:25,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:26,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:27,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:28,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:29,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:30,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:31,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:32,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:33,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:34,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:35,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:36,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:37,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:38,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:39,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:40,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:41,0,0,0,0,0,0,0,0,-5,-5,-5,-5,1,0
00:22:42,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:43,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:44,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:45,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:46,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:47,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:48,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:49,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:50,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:51,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:22:52,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:53,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:54,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:55,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:22:56,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:57,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:58,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:22:59,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:00,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:01,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:02,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:03,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:04,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:05,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:06,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:07,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:08,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:09,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:10,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:11,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:12,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:13,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:14,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:15,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:16,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:17,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:18,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:19,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:20,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:21,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:22,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:23,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:24,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:25,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:26,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:27,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:28,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:29,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:30,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:31,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:32,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:33,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:34,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:35,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:36,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:37,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:38,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:39,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:40,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:41,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:42,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:43,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:44,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:45,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:46,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:47,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:48,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:49,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:50,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:51,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:52,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:53,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:54,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:55,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:56,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:57,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:23:58,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:23:59,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:00,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:01,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:02,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:03,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:04,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:05,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:06,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:07,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:08,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:09,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:10,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:11,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:12,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:13,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:14,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:15,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:16,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:17,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:18,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:19,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:20,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:21,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:22,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:23,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:24,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:25,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:26,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:27,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:28,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:29,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:30,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:31,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:32,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:33,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:34,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:35,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:36,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:37,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:38,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:39,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:40,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:41,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:42,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:43,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:44,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:45,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:46,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:47,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:48,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:49,-1,-1,-1,-1,0,0,0,0,-3,-3,-3,-3,1,0
00:24:50,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:51,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:52,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:53,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:54,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:55,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:56,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:24:57,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:58,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:24:59,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:00,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:01,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:02,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:03,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:04,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:05,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:06,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:07,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:08,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:09,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:10,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:11,0,0,0,0,0,0,0,0,-4,-4,-4,-4,1,0
00:25:12,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
00:25:13,0,0,0,0,0,0,0,0,-3,-3,-3,-3,1,0
