Sinal,Log,Diferenciacao
-9,"1,633468456",0
-9,"1,633468456",0
-9,"1,633468456",0
-9,"1,633468456",0
-9,"1,633468456",0
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-8,"1,643452676",0
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-8,"1,643452676",0
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-8,"1,643452676",0
-9,"1,633468456","-0,009984220907"
-9,"1,633468456",0
-8,"1,643452676","0,009984220907"
-8,"1,643452676",0
-7,"1,653212514","0,009759837289"
-7,"1,653212514",0
-6,"1,662757832","0,009545317906"
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-4,"1,681241237","0,00914337944"
-5,"1,672097858","-0,00914337944"
-6,"1,662757832","-0,009340026254"
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-7,"1,653212514","-0,009545317906"
-6,"1,662757832","0,009545317906"
-6,"1,662757832",0
-6,"1,662757832",0
-7,"1,653212514","-0,009545317906"
-6,"1,662757832","0,009545317906"
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-3,"1,69019608","0,01809822209"
-4,"1,681241237","-0,008954842653"
-5,"1,672097858","-0,00914337944"
-4,"1,681241237","0,00914337944"
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-6,"1,662757832",0
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-6,"1,662757832","-0,009340026254"
-5,"1,672097858","0,009340026254"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-5,"1,672097858","-0,00914337944"
-5,"1,672097858",0
-4,"1,681241237","0,00914337944"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-4,"1,681241237","-0,008954842653"
-4,"1,681241237",0
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-4,"1,681241237","-0,008954842653"
-3,"1,69019608","0,008954842653"
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-3,"1,69019608",0
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-3,"1,69019608","-0,008773924308"
-2,"1,698970004","0,008773924308"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
0,"1,716003344",0
0,"1,716003344",0
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-2,"1,698970004",0
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
0,"1,716003344","0,008433167537"
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
0,"1,716003344",0
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
0,"1,716003344",0
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
0,"1,716003344",0
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
0,"1,716003344",0
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
0,"1,716003344","0,008433167537"
-1,"1,707570176","-0,008433167537"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-2,"1,698970004","-0,008600171762"
-1,"1,707570176","0,008600171762"
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
-1,"1,707570176",0
