Time;cogumelo;Anotação
14:10:29.922 ;22916;0
14:10:32.639 ;23766;0
14:10:35.413 ;24393;0
14:10:38.137 ;24098;0
14:10:40.877 ;25381;0
14:10:43.652 ;23472;0
14:10:46.385 ;25743;0
14:10:49.133 ;25736;0
14:10:51.888 ;26293;0
14:10:54.629 ;25036;0
14:10:57.395 ;26991;0
14:11:00.138 ;28872;0
14:11:02.881 ;27738;0
14:11:05.635 ;24472;0
14:11:08.381 ;25111;0
14:11:11.115 ;25098;0
14:11:13.868 ;26287;0
14:11:16.603 ;25801;0
14:11:19.369 ;25544;0
14:11:22.088 ;25344;0
14:11:24.852 ;25651;0
14:11:27.591 ;25306;0
14:11:30.333 ;27798;0
14:11:33.894 ;21446;0
14:11:35.829 ;23161;0
14:11:38.596 ;27142;0
14:11:41.330 ;22317;0
14:11:44.069 ;27524;0
14:11:46.828 ;29344;0
14:11:49.576 ;28354;0
14:11:52.322 ;28874;0
14:11:55.056 ;28421;0
14:11:57.825 ;27877;0
14:12:00.553 ;28854;0
14:12:03.298 ;29330;0
14:12:06.065 ;30145;0
14:12:08.817 ;30648;0
14:12:11.535 ;29253;0
14:12:14.309 ;28495;0
14:12:24.891 ;28966;0
14:12:24.891 ;29526;0
14:12:24.891 ;30464;0
14:12:25.299 ;34618;0
14:12:28.016 ;29791;0
14:12:30.789 ;28070;0
14:12:33.537 ;27822;0
14:12:36.259 ;26877;0
14:12:39.015 ;30339;0
14:12:41.772 ;30817;0
14:12:44.512 ;29231;0
14:12:47.269 ;29800;0
14:12:50.026 ;27848;0
14:12:52.772 ;27717;0
14:12:55.489 ;28237;0
14:12:58.239 ;29787;0
14:13:00.995 ;29424;0
14:13:03.743 ;28114;0
14:13:06.483 ;30166;0
14:13:09.229 ;29972;0
14:13:11.974 ;29655;0
14:13:14.727 ;29628;0
14:13:26.375 ;31264;0
14:13:26.375 ;30911;0
14:13:26.375 ;29216;0
14:13:26.375 ;30254;0
14:13:36.417 ;29468;0
14:13:36.417 ;27616;0
14:13:36.417 ;28158;0
14:13:46.450 ;29752;0
14:13:46.450 ;33369;0
14:13:46.450 ;37584;0
14:13:46.450 ;36552;0
14:13:56.483 ;37452;0
14:13:56.483 ;36399;0
14:13:56.483 ;57469;0
14:13:56.483 ;35550;0
14:14:06.516 ;36911;0
14:14:06.516 ;2476;1
14:14:06.516 ;46054;1
14:14:13.460 ;50308;1
14:14:13.460 ;50244;1
14:14:13.460 ;52416;1
14:14:15.154 ;55306;1
14:14:17.927 ;55054;1
14:14:20.658 ;54918;1
14:14:23.414 ;52643;1
14:14:26.163 ;51755;1
14:14:28.914 ;52722;1
14:14:31.656 ;53142;1
14:14:34.378 ;52917;1
14:14:37.147 ;55391;1
14:14:39.895 ;53446;1
14:14:42.620 ;53440;1
14:14:45.370 ;50649;1
14:14:48.127 ;51731;1
14:14:50.875 ;51504;1
14:14:53.628 ;52448;1
14:14:56.372 ;55169;1
14:14:59.132 ;58345;1
14:15:01.878 ;55803;1
14:15:04.621 ;57426;1
14:15:07.373 ;55449;1
14:15:10.119 ;55721;1
14:15:12.840 ;57569;1
14:15:15.581 ;53248;1
14:15:18.340 ;54846;1
14:15:21.076 ;53120;1
14:15:23.844 ;53283;1
14:15:26.578 ;54336;1
14:15:29.329 ;55269;1
14:15:32.090 ;56656;1
14:15:34.820 ;57010;1
14:15:37.584 ;53384;1
14:15:40.330 ;52591;1
14:15:43.056 ;56178;1
14:15:45.808 ;55374;1
14:15:48.562 ;53587;1
14:15:51.318 ;53669;1
14:15:54.037 ;54599;1
14:15:56.812 ;54856;1
14:15:59.563 ;55316;1
14:16:02.285 ;54038;1
14:16:05.055 ;54199;1
14:16:07.782 ;55661;1
14:16:10.528 ;55978;1
14:16:13.287 ;56481;1
14:16:16.047 ;55734;1
14:16:18.772 ;55268;1
14:16:21.520 ;55703;1
14:16:24.280 ;56819;1
14:16:27.012 ;55608;1
14:16:29.759 ;55152;1
14:16:32.512 ;52417;1
14:16:35.245 ;53436;1
14:16:37.995 ;53557;1
14:16:40.750 ;55380;1
14:16:43.486 ;56457;1
14:16:46.248 ;59643;1
14:16:48.993 ;54459;1
14:16:51.744 ;54122;1
14:16:54.499 ;57504;1
14:16:57.222 ;57744;1
14:16:59.974 ;59207;1
14:17:02.726 ;57854;1
14:17:05.458 ;61233;1
14:17:08.212 ;59837;1
14:17:10.981 ;61359;1
14:17:13.728 ;62693;1
14:17:16.441 ;63207;1
14:17:19.190 ;64164;1
14:17:21.946 ;59051;1
14:17:24.701 ;63292;1
14:17:27.445 ;60575;1
14:17:30.198 ;59474;1
14:17:32.916 ;61164;1
14:17:35.682 ;59478;1
14:17:38.418 ;61556;1
14:17:41.170 ;64944;1
14:17:43.919 ;60759;1
14:17:46.672 ;63097;1
14:17:49.424 ;67478;1
14:17:52.176 ;68494;1
14:17:54.895 ;70374;1
14:17:57.664 ;66490;1
14:18:00.384 ;66950;1
14:18:03.144 ;70084;1
14:18:05.905 ;69587;1
14:18:08.639 ;67001;1
14:18:11.405 ;69593;1
14:18:14.144 ;64735;1
14:18:16.872 ;69095;1
14:18:19.637 ;69636;1
14:18:22.386 ;68231;1
14:18:25.137 ;67938;1
14:18:27.869 ;66178;1
14:18:30.629 ;67825;1
14:18:33.367 ;66976;1
14:18:36.116 ;65628;1
14:18:38.873 ;57937;1
14:18:41.592 ;58473;1
14:18:44.370 ;66053;1
14:18:47.088 ;70197;1
14:18:49.862 ;66662;1
14:18:52.598 ;66692;1
14:18:55.355 ;75166;1
14:18:58.075 ;69327;1
14:19:00.843 ;67379;1
14:19:03.568 ;69325;1
14:19:06.325 ;73086;1
14:19:09.066 ;81656;1
14:19:11.821 ;76646;1
14:19:14.565 ;70455;1
14:19:17.319 ;76703;1
14:19:20.051 ;73514;1
14:19:22.819 ;73016;1
14:19:25.547 ;68112;1
14:19:28.309 ;73156;1
14:19:31.062 ;68485;1
14:19:33.795 ;65952;1
14:19:36.531 ;67285;1
14:19:39.285 ;71814;1
14:19:42.050 ;72484;1
14:19:44.797 ;71054;1
14:19:47.540 ;72498;1
14:19:50.271 ;74609;1
14:19:53.024 ;71149;1
14:19:55.762 ;77365;1
14:19:58.512 ;87560;1
14:20:01.285 ;84983;1
14:20:04.017 ;79972;1
14:20:06.749 ;82095;1
14:20:09.509 ;81723;1
14:20:12.253 ;77518;1
14:20:15.025 ;79142;1
14:20:17.749 ;77119;1
14:20:20.499 ;76365;1
14:20:23.261 ;77499;1
14:20:26.011 ;78370;1
14:20:28.749 ;76416;1
14:20:31.473 ;68773;1
14:20:34.242 ;81658;1
14:20:36.965 ;80236;1
14:20:39.744 ;75737;1
14:20:42.477 ;71091;1
14:20:45.212 ;72113;1
14:20:47.969 ;75688;1
14:20:50.702 ;76786;1
14:20:53.448 ;73585;1
14:20:56.226 ;73908;1
14:20:58.958 ;79876;1
14:21:01.727 ;69608;1
14:21:04.462 ;78937;1
14:21:07.211 ;72279;1
14:21:09.961 ;74413;1
14:21:12.709 ;78666;1
14:21:15.455 ;74647;1
14:21:18.201 ;73781;1
14:21:20.953 ;75718;1
14:21:23.677 ;83116;1
14:21:26.424 ;79679;1
14:21:29.188 ;79106;1
14:21:31.912 ;80162;1
14:21:34.681 ;82767;1
14:21:37.411 ;78891;1
14:21:40.174 ;78563;1
14:21:42.902 ;76973;1
14:21:45.664 ;72955;1
14:21:48.391 ;81287;1
14:21:51.147 ;77352;1
14:21:53.912 ;74237;1
14:21:56.648 ;70850;1
14:21:59.392 ;69735;1
14:22:02.135 ;79126;1
14:22:04.900 ;67319;1
14:22:07.613 ;69833;1
14:22:10.400 ;71262;1
14:22:13.116 ;76113;1
14:22:15.863 ;78901;1
14:22:18.618 ;77422;1
14:22:21.377 ;75274;1
14:22:24.101 ;77202;1
14:22:26.864 ;75860;1
14:22:29.598 ;71935;1
14:22:32.338 ;65613;1
14:22:35.108 ;70128;1
14:22:37.856 ;74113;1
14:22:40.615 ;71777;1
14:22:43.347 ;71898;1
14:22:46.113 ;74914;1
14:22:48.851 ;72652;1
14:22:51.581 ;76645;1
14:22:54.326 ;71235;1
14:22:57.086 ;68064;1
14:22:59.836 ;69863;1
14:23:02.571 ;73652;1
14:23:05.335 ;73586;1
14:23:08.068 ;70788;1
14:23:10.824 ;74891;1
14:23:13.569 ;73319;1
14:23:16.307 ;72807;1
14:23:19.055 ;72312;1
14:23:21.816 ;69990;1
14:23:24.542 ;71317;1
14:23:27.294 ;72349;1
14:23:30.053 ;70149;1
14:23:32.782 ;70273;1
14:23:35.548 ;66355;1
14:23:38.267 ;68123;1
14:23:41.019 ;65973;1
14:23:43.770 ;75944;1
14:23:46.536 ;70248;1
14:23:49.255 ;66639;1
14:23:52.029 ;71372;1
14:23:54.762 ;68733;1
14:23:57.524 ;68772;1
14:24:00.267 ;69723;1
14:24:03.001 ;71719;1
14:24:05.753 ;75244;1
14:24:08.502 ;71160;1
14:24:11.244 ;76266;1
14:24:13.987 ;74890;1
14:24:16.730 ;67731;1
14:24:19.481 ;71894;1
14:24:22.240 ;73945;1
14:24:24.983 ;71534;1
14:24:27.717 ;68029;1
14:24:30.460 ;72885;1
14:24:33.220 ;73280;1
14:24:35.972 ;67900;1
14:24:38.714 ;69190;1
14:24:41.443 ;70992;1
14:24:44.206 ;74120;1
14:24:46.959 ;76756;1
14:24:49.706 ;72701;1
14:24:52.456 ;71403;1
14:24:55.179 ;74488;1
14:24:57.961 ;72335;1
14:25:00.690 ;71154;1
14:25:03.434 ;69932;1
14:25:06.174 ;70197;1
14:25:08.918 ;67911;1
14:25:11.673 ;70801;1
14:25:14.417 ;70396;1
14:25:17.173 ;69803;1
14:25:19.923 ;67746;1
14:25:22.655 ;72674;1
14:25:25.418 ;70069;1
14:25:28.158 ;66651;1
14:25:30.900 ;69577;1
14:25:33.644 ;69107;1
14:25:36.413 ;69046;1
14:25:39.159 ;65993;1
14:25:41.892 ;68843;1
14:25:44.640 ;67804;1
14:25:47.405 ;62985;1
14:25:50.126 ;66836;1
14:25:52.867 ;67540;1
14:25:55.618 ;67860;1
14:25:58.368 ;70967;1
14:26:01.108 ;69386;1
14:26:03.862 ;68836;1
14:26:06.631 ;63723;1
14:26:09.345 ;66155;1
14:26:12.115 ;68016;1
14:26:14.848 ;64999;1
14:26:17.598 ;67270;1
14:26:20.342 ;69477;1
14:26:23.117 ;68616;1
14:26:25.834 ;67861;1
14:26:28.611 ;68997;1
14:26:31.343 ;66503;1
14:26:34.072 ;69269;1
14:26:36.846 ;67746;1
14:26:39.581 ;67817;1
14:26:42.328 ;68769;1
14:26:45.080 ;67958;1
14:26:47.808 ;64808;1
14:26:50.580 ;64629;1
14:26:53.306 ;68046;1
14:26:56.048 ;70872;1
14:26:58.823 ;69444;1
14:27:01.550 ;68838;1
14:27:04.313 ;68471;1
14:27:07.042 ;67195;1
14:27:09.790 ;65122;1
14:27:12.562 ;67437;1
14:27:15.309 ;70288;1
14:27:18.040 ;67416;1
14:27:20.771 ;62927;1
14:27:23.521 ;66710;1
14:27:26.277 ;65244;1
14:27:29.017 ;62579;1
14:27:31.772 ;61433;1
14:27:34.513 ;64075;1
14:27:37.247 ;62802;1
14:27:40.009 ;64689;1
14:27:42.777 ;66886;1
14:27:45.508 ;66602;1
14:27:48.239 ;67935;1
14:27:51.011 ;63386;1
14:27:53.747 ;66411;1
14:27:56.482 ;68588;1
14:27:59.258 ;62797;1
14:28:01.990 ;61349;1
14:28:04.724 ;60125;1
14:28:07.488 ;60816;1
14:28:10.223 ;60667;1
14:28:12.973 ;66540;1
14:28:15.722 ;68369;1
14:28:18.457 ;65374;1
14:28:21.207 ;65155;1
14:28:23.959 ;61713;1
14:28:26.697 ;61580;1
14:28:29.461 ;62523;1
14:28:32.207 ;63285;1
14:28:34.956 ;64746;1
14:28:37.692 ;62307;1
14:28:40.448 ;64653;1
14:28:43.205 ;64619;1
14:28:45.937 ;61046;1
14:28:48.697 ;62219;1
14:28:51.433 ;65287;1
14:28:54.199 ;57338;1
14:28:56.937 ;62490;1
14:28:59.669 ;60105;1
14:29:02.437 ;60317;1
14:29:05.174 ;60141;1
14:29:07.909 ;57057;1
14:29:10.674 ;61067;1
14:29:13.427 ;61690;1
14:29:16.145 ;61125;1
14:29:18.913 ;60383;1
14:29:21.646 ;57832;1
14:29:24.397 ;59002;1
14:29:27.159 ;57978;1
14:29:29.876 ;62307;1
14:29:32.642 ;64082;1
14:29:35.383 ;62770;1
14:29:38.145 ;59100;1
14:29:40.876 ;60706;1
14:29:43.629 ;59780;1
14:29:46.385 ;61659;1
14:29:49.111 ;62929;1
14:29:51.880 ;61309;1
14:29:54.614 ;65115;1
14:29:57.374 ;66384;1
14:30:00.092 ;69049;1
14:30:02.882 ;73198;1
14:30:05.609 ;68344;1
14:30:08.358 ;67626;1
14:30:11.096 ;67211;1
14:30:13.843 ;66505;1
14:30:16.580 ;63958;1
14:30:19.358 ;65574;1
14:30:22.078 ;68115;1
14:30:24.833 ;67022;1
14:30:27.581 ;73036;1
14:30:30.321 ;69975;1
14:30:33.071 ;70488;1
14:30:35.838 ;67153;1
14:30:38.559 ;68024;1
14:30:41.303 ;68926;1
14:30:44.067 ;64725;1
14:30:46.810 ;65676;1
14:30:49.552 ;64913;1
14:30:52.289 ;62814;1
14:30:55.066 ;62748;1
14:30:57.804 ;66025;1
14:31:00.535 ;63615;1
14:31:03.277 ;64175;1
14:31:06.030 ;70638;1
14:31:08.771 ;68508;1
14:31:11.540 ;64538;1
14:31:14.260 ;68666;1
14:31:17.032 ;64920;1
14:31:19.759 ;66641;1
14:31:22.536 ;66378;1
14:31:25.276 ;67551;1
14:31:28.024 ;60027;1
14:31:30.762 ;60093;1
14:31:33.510 ;68303;1
14:31:36.262 ;67940;1
14:31:38.996 ;69716;1
14:31:41.760 ;66373;1
14:31:44.511 ;63691;1
14:31:47.231 ;64053;1
14:31:50.000 ;59534;1
14:31:52.726 ;62156;1
14:31:55.480 ;64025;1
14:31:58.253 ;63577;1
14:32:00.979 ;61129;1
14:32:03.722 ;64238;1
14:32:06.478 ;65905;1
14:32:09.226 ;63620;1
14:32:11.946 ;66098;1
14:32:14.725 ;60951;1
14:32:17.466 ;61024;1
14:32:20.221 ;60037;1
14:32:22.958 ;63087;1
14:32:25.687 ;62223;1
14:32:28.439 ;61946;1
14:32:31.185 ;63062;1
14:32:33.924 ;65030;1
14:32:36.673 ;63786;1
14:32:39.446 ;58945;1
14:32:42.173 ;60520;1
14:32:44.914 ;63226;1
14:32:47.694 ;61782;1
14:32:50.423 ;63145;1
14:32:53.184 ;59888;1
14:32:55.903 ;62736;1
14:32:58.652 ;59319;1
14:33:01.424 ;63673;1
14:33:04.148 ;63459;1
14:33:06.911 ;58896;1
14:33:09.647 ;65081;1
14:33:12.412 ;63948;1
14:33:15.148 ;64023;1
14:33:17.879 ;61785;1
14:33:20.623 ;63698;1
14:33:23.374 ;63764;1
14:33:26.116 ;62351;1
14:33:28.896 ;61415;1
14:33:31.609 ;63762;1
14:33:34.372 ;65750;1
14:33:37.142 ;63795;1
14:33:39.850 ;64765;1
14:33:42.618 ;61202;1
14:33:45.344 ;62032;1
14:33:48.124 ;62260;1
14:33:50.846 ;61276;1
14:33:53.591 ;58371;1
14:33:56.364 ;62510;1
14:33:59.080 ;65506;1
14:34:01.832 ;58550;1
14:34:04.579 ;62754;1
14:34:07.328 ;59014;1
14:34:10.073 ;59495;1
14:34:12.833 ;56985;1
14:34:15.569 ;62218;1
14:34:18.312 ;62888;1
14:34:21.093 ;59992;1
14:34:23.821 ;61779;1
14:34:26.562 ;63638;1
14:34:29.309 ;59312;1
14:34:32.062 ;59498;1
14:34:34.795 ;59476;1
14:34:37.552 ;62391;1
14:34:40.294 ;62594;1
14:34:43.061 ;61561;1
14:34:45.785 ;65010;1
14:34:48.558 ;62928;1
14:34:51.292 ;62749;1
14:34:54.034 ;68278;1
14:34:56.789 ;64922;1
14:34:59.520 ;62671;1
14:35:02.277 ;61112;1
14:35:05.043 ;60600;1
14:35:07.764 ;60117;1
14:35:10.533 ;59600;1
14:35:13.268 ;60334;1
14:35:16.013 ;56305;1
14:35:18.763 ;56432;1
14:35:21.513 ;57182;1
14:35:24.269 ;59728;1
14:35:26.993 ;57489;1
14:35:29.752 ;56704;1
14:35:32.480 ;56719;1
14:35:35.228 ;58603;1
14:35:37.976 ;57079;1
14:35:40.745 ;61442;1
14:35:43.493 ;61623;1
14:35:46.237 ;60619;1
14:35:48.967 ;60235;1
14:35:51.717 ;61447;1
14:35:54.467 ;58895;1
14:35:57.241 ;59821;1
14:35:59.976 ;57938;1
14:36:02.717 ;58066;1
14:36:05.442 ;59154;1
14:36:08.224 ;57424;1
14:36:10.960 ;58756;1
14:36:13.717 ;58754;1
14:36:16.450 ;59912;1
14:36:19.187 ;61375;1
14:36:21.933 ;55376;1
14:36:24.680 ;57523;1
14:36:27.444 ;54241;1
14:36:30.177 ;53860;1
14:36:32.916 ;52609;1
14:36:35.681 ;55494;1
14:36:38.408 ;53897;1
14:36:41.154 ;54694;1
14:36:43.924 ;55499;1
14:36:46.656 ;52412;1
14:36:49.421 ;52945;1
14:36:52.177 ;52931;1
14:36:54.916 ;53901;1
14:36:57.651 ;52324;1
14:37:00.401 ;53649;1
14:37:03.138 ;52611;1
14:37:05.875 ;52500;1
14:37:08.640 ;50341;1
14:37:11.398 ;54230;1
14:37:14.133 ;53690;1
14:37:16.867 ;54329;1
14:37:19.628 ;55500;1
14:37:22.376 ;53166;1
14:37:25.140 ;54176;1
14:37:27.879 ;53275;1
14:37:30.611 ;52689;1
14:37:33.381 ;52510;1
14:37:36.099 ;56945;1
14:37:38.867 ;53293;1
14:37:41.605 ;53427;1
14:37:44.338 ;52167;1
14:37:47.096 ;54306;1
14:37:49.834 ;53299;1
14:37:52.610 ;51435;1
14:37:55.324 ;53819;1
14:37:58.090 ;52358;1
14:38:00.833 ;54271;1
14:38:03.573 ;55499;1
14:38:06.328 ;52550;1
14:38:09.071 ;52907;1
14:38:11.826 ;52612;1
14:38:14.546 ;51609;1
14:38:17.321 ;53392;1
14:38:20.039 ;52989;1
14:38:22.819 ;56101;1
14:38:25.537 ;53039;1
14:38:28.303 ;59174;1
14:38:31.038 ;58370;1
14:38:33.813 ;60233;1
14:38:36.524 ;56899;1
14:38:39.267 ;57061;1
14:38:42.021 ;55045;1
14:38:44.789 ;55437;1
14:38:47.539 ;53192;1
14:38:50.272 ;51731;1
14:38:53.021 ;54742;1
14:38:55.768 ;66879;1
14:38:58.509 ;70677;1
14:39:01.255 ;60137;1
14:39:04.021 ;58109;1
14:39:06.760 ;59125;1
14:39:09.523 ;60109;1
14:39:12.250 ;57723;1
14:39:15.008 ;55393;1
14:39:17.754 ;57453;1
14:39:20.508 ;55251;1
14:39:23.237 ;57253;1
14:39:25.987 ;53792;1
14:39:28.742 ;52782;1
14:39:31.490 ;55197;1
14:39:34.217 ;56325;1
14:39:36.977 ;55428;1
14:39:39.729 ;56244;1
14:39:42.479 ;60482;1
14:39:45.214 ;59634;1
14:39:47.964 ;54862;1
14:39:50.718 ;55746;1
14:39:53.440 ;53879;1
14:39:56.185 ;60997;1
14:39:58.935 ;56049;1
14:40:01.689 ;55750;1
14:40:04.429 ;57924;1
14:40:07.176 ;53533;1
14:40:09.953 ;53980;1
14:40:12.674 ;50984;1
14:40:15.419 ;50444;1
14:40:18.160 ;51339;1
14:40:20.924 ;51293;1
14:40:23.648 ;49866;1
14:40:26.436 ;50481;1
14:40:29.160 ;55510;1
14:40:31.904 ;60845;1
14:40:34.641 ;59110;1
14:40:37.409 ;55989;1
14:40:40.148 ;52423;1
14:40:42.893 ;50690;1
14:40:45.654 ;49945;1
14:40:48.374 ;50850;1
14:40:51.140 ;49830;1
14:40:53.879 ;48895;1
14:40:56.631 ;53872;1
14:40:59.380 ;50942;1
14:41:02.122 ;51628;1
14:41:04.869 ;52055;1
14:41:07.625 ;50336;1
14:41:10.386 ;51334;1
14:41:13.115 ;51087;1
14:41:15.860 ;52055;1
14:41:18.599 ;51776;1
14:41:21.362 ;51555;1
14:41:24.112 ;51863;1
14:41:26.845 ;54671;1
14:41:29.592 ;52928;1
14:41:32.328 ;52008;1
14:41:35.090 ;49236;1
14:41:37.814 ;49966;1
14:41:40.571 ;49706;1
14:41:43.340 ;49181;1
14:41:46.083 ;49637;1
14:41:48.839 ;47365;1
14:41:51.560 ;48652;1
14:41:54.334 ;46945;1
14:41:57.062 ;50605;1
14:41:59.810 ;48032;1
14:42:02.555 ;49585;1
14:42:05.300 ;47763;1
14:42:08.039 ;47223;1
14:42:10.803 ;47317;1
14:42:13.562 ;48741;1
14:42:16.271 ;49903;1
14:42:19.056 ;51442;1
14:42:21.791 ;48745;1
14:42:24.531 ;50020;1
14:42:27.272 ;47193;1
14:42:30.005 ;46881;1
14:42:32.753 ;46452;1
14:42:35.514 ;44107;1
14:42:38.258 ;47636;1
14:42:40.995 ;47405;1
14:42:43.758 ;45842;1
14:42:46.501 ;44671;1
14:42:49.263 ;44908;1
14:42:52.000 ;47910;1
14:42:54.751 ;48183;1
14:42:57.496 ;48207;1
14:43:00.230 ;47974;1
14:43:03.009 ;49678;1
14:43:05.742 ;48075;1
14:43:08.489 ;48467;1
14:43:11.236 ;48594;1
14:43:13.958 ;49165;1
14:43:16.722 ;46318;1
14:43:19.473 ;47588;1
14:43:22.230 ;47697;1
14:43:24.965 ;47414;1
14:43:27.710 ;48595;1
14:43:30.463 ;45372;1
14:43:33.190 ;45465;1
14:43:35.961 ;44995;1
14:43:38.720 ;45718;1
14:43:41.438 ;44911;1
14:43:44.199 ;46969;1
14:43:46.922 ;48096;1
14:43:49.677 ;46353;1
14:43:52.438 ;46846;1
14:43:55.172 ;48895;1
14:43:57.947 ;47176;1
14:44:00.672 ;47485;1
14:44:03.437 ;48221;1
14:44:06.165 ;47064;1
14:44:08.923 ;48198;1
14:44:11.676 ;46318;1
14:44:14.403 ;43069;1
14:44:17.148 ;43526;1
14:44:19.888 ;47794;1
14:44:22.634 ;50744;1
14:44:25.398 ;47415;1
14:44:28.160 ;48886;1
14:44:30.890 ;48383;1
14:44:33.647 ;49490;1
14:44:36.399 ;48594;1
14:44:39.126 ;47832;1
14:44:41.876 ;48156;1
14:44:44.630 ;47722;1
14:44:47.379 ;46970;1
14:44:50.113 ;50098;1
14:44:52.875 ;46621;1
14:44:55.623 ;52151;1
14:44:58.359 ;49644;1
14:45:01.104 ;51229;1
14:45:03.845 ;47885;1
14:45:06.603 ;47715;1
14:45:09.335 ;55555;1
14:45:12.085 ;54619;1
14:45:14.860 ;50941;1
14:45:17.599 ;51735;1
14:45:20.335 ;51836;1
14:45:23.086 ;49697;1
14:45:25.836 ;51961;1
14:45:28.566 ;50178;1
14:45:31.336 ;48218;1
14:45:34.074 ;48187;1
14:45:36.802 ;48540;1
14:45:39.569 ;48959;1
14:45:42.336 ;48776;1
14:45:45.075 ;46115;1
14:45:47.819 ;48594;1
14:45:50.552 ;48755;1
14:45:53.291 ;46286;1
14:45:56.037 ;46849;1
14:45:58.799 ;48945;1
14:46:01.525 ;49436;1
14:46:04.291 ;48278;1
14:46:07.050 ;48997;1
14:46:09.797 ;49378;1
14:46:12.525 ;48914;1
14:46:15.275 ;46476;1
14:46:18.038 ;47421;1
14:46:20.793 ;45074;1
14:46:23.538 ;51681;1
14:46:26.272 ;49863;1
14:46:28.997 ;46924;1
14:46:31.760 ;48101;1
14:46:34.515 ;49074;1
14:46:37.244 ;48308;1
14:46:39.994 ;46841;1
14:46:42.742 ;47974;1
14:46:45.512 ;48799;1
14:46:48.222 ;49126;1
14:46:50.997 ;48071;1
14:46:53.738 ;47415;1
14:46:56.465 ;49823;1
14:46:59.226 ;49970;1
14:47:01.991 ;50600;1
14:47:04.727 ;51053;1
14:47:07.482 ;51019;1
14:47:10.230 ;52584;1
14:47:12.982 ;53126;1
14:47:15.722 ;51837;1
14:47:18.466 ;56934;1
14:47:21.187 ;53649;1
14:47:23.944 ;51892;1
14:47:26.687 ;52094;1
14:47:29.447 ;56474;1
14:47:32.199 ;53919;1
14:47:34.951 ;52788;1
14:47:37.678 ;50487;1
14:47:40.414 ;53966;1
14:47:43.186 ;53883;1
14:47:45.910 ;52916;1
14:47:48.687 ;55461;1
14:47:51.437 ;51746;1
14:47:54.177 ;51582;1
14:47:56.899 ;50187;1
14:47:59.661 ;53562;1
14:48:02.427 ;51190;1
14:48:05.165 ;52429;1
14:48:07.887 ;55979;1
14:48:10.649 ;55232;1
14:48:13.404 ;54935;1
14:48:16.160 ;55078;1
14:48:18.895 ;55331;1
14:48:21.635 ;49867;1
14:48:24.378 ;52223;1
14:48:27.122 ;53340;1
14:48:29.881 ;56749;1
14:48:32.628 ;53206;1
14:48:35.358 ;54924;1
14:48:38.112 ;51601;1
14:48:40.849 ;50929;1
14:48:43.596 ;51000;1
14:48:46.344 ;49622;1
14:48:49.088 ;49719;1
14:48:51.839 ;50815;1
14:48:54.602 ;53411;1
14:48:57.348 ;54045;1
14:49:00.081 ;50521;1
14:49:02.833 ;53323;1
14:49:05.571 ;52478;1
14:49:08.344 ;50855;1
14:49:11.063 ;50567;1
14:49:13.844 ;50053;1
14:49:16.561 ;47926;1
14:49:19.339 ;48928;1
14:49:22.057 ;48419;1
14:49:24.823 ;52016;1
14:49:27.558 ;51542;1
14:49:30.314 ;49035;1
14:49:33.057 ;48155;1
14:49:35.822 ;47812;1
14:49:38.556 ;48981;1
14:49:41.298 ;48303;1
14:49:44.054 ;48451;1
14:49:46.802 ;48363;1
14:49:49.529 ;47861;1
14:49:52.298 ;49680;1
14:49:55.040 ;47782;1
14:49:57.790 ;49667;1
14:50:00.540 ;48485;1
14:50:03.289 ;49375;1
14:50:06.038 ;49484;1
14:50:08.760 ;50314;1
14:50:11.504 ;52077;1
14:50:14.250 ;50214;1
14:50:16.989 ;48168;1
14:50:19.767 ;50535;1
14:50:22.488 ;50618;1
14:50:25.258 ;48778;1
14:50:27.991 ;49794;1
14:50:30.746 ;47949;1
14:50:33.504 ;46761;1
14:50:36.231 ;51689;1
14:50:38.979 ;51244;1
14:50:41.717 ;48301;1
14:50:44.471 ;50476;1
14:50:47.201 ;51957;1
14:50:49.968 ;51715;1
14:50:52.714 ;54289;1
14:50:55.475 ;51330;1
14:50:58.196 ;51146;1
14:51:00.956 ;54255;1
14:51:03.718 ;52776;1
14:51:06.428 ;51098;1
14:51:09.203 ;50368;1
14:51:11.945 ;48633;1
14:51:14.689 ;53273;1
14:51:17.430 ;48830;1
14:51:20.181 ;48007;1
14:51:22.939 ;49944;1
14:51:25.671 ;52802;1
14:51:28.414 ;53356;1
14:51:31.180 ;52882;1
14:51:33.934 ;53354;1
14:51:36.663 ;54573;1
14:51:39.396 ;53559;1
14:51:42.157 ;57454;1
14:51:44.885 ;50548;1
14:51:47.641 ;47639;1
14:51:50.402 ;47306;1
14:51:53.157 ;47598;1
14:51:55.915 ;46785;1
14:51:58.662 ;47340;1
14:52:01.369 ;47499;1
14:52:04.147 ;47803;1
14:52:06.894 ;48650;1
14:52:09.622 ;48105;1
14:52:12.369 ;47209;1
14:52:15.103 ;45857;1
14:52:17.888 ;44427;1
14:52:20.608 ;45885;1
14:52:23.360 ;45455;1
14:52:26.108 ;44486;1
14:52:28.858 ;46134;1
14:52:31.582 ;45657;1
14:52:34.344 ;47060;1
14:52:37.079 ;44131;1
14:52:39.831 ;46099;1
14:52:42.585 ;43899;1
14:52:45.329 ;45263;1
14:52:48.080 ;46475;1
14:52:50.832 ;47136;1
14:52:53.579 ;44986;1
14:52:56.318 ;46640;1
14:52:59.060 ;45899;1
14:53:01.829 ;44241;1
14:53:04.573 ;43675;1
14:53:07.300 ;45194;1
